age,monthly_income,employment_years,existing_loan_amount,loan_amount_requested,loan_tenure_months,credit_card_utilization,missed_payments_last_12m,utility_payment_score,mobile_recharge_consistency,employment_type,residence_type,defaulted
46,86679,19.1,21823,104488,60,84,2,30,69,salaried,owned,0
29,35206,13.2,44723,64979,12,89,5,61,80,salaried,family,0
56,76306,3.4,182877,332742,36,80,9,78,92,salaried,rented,0
43,81131,13.5,210949,96952,96,44,5,72,53,salaried,owned,0
29,63073,7.2,140272,54360,96,66,4,21,75,self_employed,rented,0
56,66974,4.7,146945,279169,84,36,2,69,68,salaried,owned,0
54,118209,20.0,160750,192535,60,88,8,54,72,salaried,owned,0
28,101478,11.4,118690,192676,96,29,5,22,39,salaried,rented,0
27,54977,6.7,187484,279856,12,34,1,39,21,salaried,owned,0
52,66679,11.6,207467,66639,72,15,2,27,54,self_employed,owned,0
33,50778,20.4,217121,56614,24,96,3,69,76,salaried,family,0
27,86306,16.7,54643,297896,84,92,4,61,40,self_employed,owned,1
54,34009,6.3,167384,206664,48,51,0,47,34,salaried,rented,1
38,94637,3.0,206869,177448,12,10,9,80,96,salaried,rented,0
52,29980,17.1,88715,377749,12,12,5,39,88,self_employed,owned,1
56,102495,18.9,211163,280015,48,7,6,65,37,salaried,owned,0
56,56628,13.6,128474,149497,36,74,5,61,79,salaried,family,0
56,39016,1.7,40638,285606,60,38,8,66,78,salaried,rented,0
32,20453,15.5,95440,375162,48,46,1,88,69,salaried,rented,0
30,98352,7.1,107427,218833,24,17,8,28,25,self_employed,owned,1
33,32031,12.1,25887,66681,84,89,7,87,95,salaried,owned,0
25,19715,23.3,54719,307638,24,64,10,27,66,salaried,family,1
44,110855,1.5,161725,189363,120,10,1,58,29,unemployed,family,1
35,87685,9.6,50625,325876,48,77,10,42,91,self_employed,owned,1
57,64918,16.9,184169,273910,24,26,2,90,71,salaried,rented,0
59,76066,23.3,82615,338401,72,52,6,75,61,salaried,rented,0
56,115593,6.4,118594,284618,84,5,0,56,96,salaried,owned,0
21,57365,24.6,56314,215100,12,93,4,90,85,salaried,family,0
23,78341,8.9,36282,188930,72,79,3,49,52,self_employed,owned,0
34,114241,1.9,85116,302986,36,67,9,32,96,self_employed,owned,1
45,28286,19.5,202087,225316,72,60,6,35,49,self_employed,family,1
45,25094,7.6,10795,217413,120,77,2,61,84,self_employed,owned,0
46,76407,18.8,150799,314623,24,33,6,57,70,salaried,owned,0
24,89847,10.0,22302,258942,120,60,2,37,81,salaried,rented,0
33,91553,15.4,192850,324856,48,36,1,54,75,salaried,family,0
47,73514,9.1,49935,218159,72,81,10,23,59,salaried,owned,1
49,99681,3.6,11764,172415,48,92,5,39,30,salaried,owned,1
30,55707,0.3,181874,108341,60,62,7,22,62,salaried,rented,1
54,116350,6.5,126622,376653,36,93,10,22,68,salaried,rented,1
31,25878,7.1,206881,373991,60,11,7,21,28,salaried,owned,1
44,32141,0.5,170239,252649,48,53,8,32,60,salaried,rented,1
33,83621,24.2,146980,61266,12,36,8,59,62,salaried,rented,1
43,64580,15.6,61919,312800,60,12,10,52,69,self_employed,family,0
56,54725,5.6,89597,255964,36,16,6,86,98,self_employed,rented,0
57,38021,10.7,81889,367387,72,62,8,36,46,self_employed,rented,1
33,36102,7.7,184847,324624,36,60,2,92,40,salaried,rented,0
28,42134,7.9,38147,65457,72,57,6,58,76,self_employed,family,1
38,37917,19.5,27989,118967,36,8,9,98,54,salaried,rented,0
35,108095,0.7,20834,299876,36,69,9,80,67,salaried,owned,0
31,43330,5.7,107109,57871,60,57,3,45,46,salaried,family,0
60,82217,17.2,119942,179385,84,56,0,97,68,self_employed,owned,0
57,95831,13.4,168137,70191,120,18,7,78,25,self_employed,owned,0
23,91098,9.7,200582,75845,48,42,7,70,58,self_employed,owned,0
39,98364,23.0,180867,321040,36,64,10,77,31,self_employed,owned,0
55,35734,9.8,84793,286394,12,27,7,95,45,self_employed,owned,0
31,112158,18.3,23905,109855,96,86,5,30,87,self_employed,rented,1
60,38958,9.5,99773,73019,36,47,9,39,40,self_employed,owned,1
47,58378,7.7,201491,283967,60,85,2,35,36,unemployed,owned,1
21,78115,12.4,130716,334951,12,82,7,50,47,salaried,rented,0
26,96802,15.0,64150,336964,60,84,10,91,46,salaried,owned,0
23,37054,21.3,174849,353087,60,47,1,26,33,salaried,owned,0
60,104628,17.3,155967,350040,120,27,7,94,66,unemployed,owned,0
44,67668,20.5,198821,274040,120,13,4,80,37,salaried,family,0
47,86766,5.2,54801,370892,12,18,9,87,31,salaried,rented,0
39,73974,15.2,82965,186136,120,78,9,65,36,salaried,rented,0
52,82553,20.2,159752,172013,60,29,0,35,23,salaried,rented,0
34,98649,25.0,108538,73851,72,49,8,47,21,self_employed,rented,0
25,58340,7.5,144177,219829,12,19,10,62,63,salaried,rented,0
32,43430,8.3,88588,301190,96,9,10,37,81,salaried,rented,0
42,78616,19.6,108515,79371,120,43,9,60,91,salaried,owned,0
43,26678,24.2,73520,66343,72,53,10,88,41,salaried,owned,1
40,110440,21.4,186080,66582,60,57,1,83,50,salaried,family,0
54,57625,4.4,98098,69605,48,16,7,84,23,self_employed,family,0
42,81369,18.3,137265,212717,72,23,1,86,36,salaried,owned,0
54,33182,0.1,11542,361577,24,47,7,25,33,salaried,rented,1
57,117417,7.8,55009,218233,48,29,4,55,88,salaried,rented,0
30,38643,6.8,3999,376602,120,70,1,46,89,salaried,owned,0
39,93246,6.1,18675,213251,72,74,7,26,36,salaried,family,1
45,25051,2.2,102738,143838,96,83,5,59,62,self_employed,rented,1
55,28295,24.3,198113,294158,36,16,7,32,78,salaried,rented,1
51,48368,23.7,37675,373455,60,51,6,43,62,self_employed,family,0
22,26567,11.9,92128,300951,96,26,4,64,97,salaried,rented,0
27,60712,13.9,18592,208396,120,64,6,95,72,salaried,owned,0
51,68307,1.7,54588,359838,84,60,9,63,89,self_employed,owned,0
57,81783,2.9,156257,292697,72,76,1,76,42,salaried,owned,0
59,119101,20.5,85828,309153,12,16,3,37,94,self_employed,rented,1
30,104623,3.7,139265,202831,84,83,9,77,45,salaried,family,0
40,74980,17.9,90246,96812,12,83,8,71,36,self_employed,owned,1
24,18110,17.6,215155,238347,24,41,0,50,75,self_employed,owned,0
45,71219,9.5,142899,160738,36,65,2,44,91,salaried,family,0
30,55810,24.9,175653,115823,36,6,1,22,38,self_employed,rented,0
29,29097,3.4,211272,268028,96,94,9,74,43,salaried,rented,1
45,64570,5.6,111351,366970,12,78,7,50,84,salaried,family,0
23,22963,14.2,184780,243241,24,79,7,30,38,self_employed,rented,1
38,78940,12.9,137194,369852,24,36,7,29,89,self_employed,owned,0
42,88127,19.5,122911,288044,120,65,9,62,73,salaried,family,0
31,22630,17.4,156666,209420,60,12,10,80,94,salaried,owned,0
60,21578,7.2,21629,116490,120,14,4,52,36,salaried,owned,1
28,97144,4.4,155128,129238,96,52,2,53,50,salaried,rented,0
42,29062,24.2,156118,130819,96,57,6,50,76,self_employed,owned,1
43,25120,16.1,198045,110814,12,26,7,71,80,salaried,rented,0
55,48626,9.5,184970,254509,96,38,2,87,75,salaried,family,0
41,87501,17.1,10752,101046,120,86,5,75,98,self_employed,family,0
38,30881,6.4,153138,255077,96,91,3,95,44,salaried,rented,1
41,89776,0.3,2221,85626,12,57,1,87,33,self_employed,owned,0
37,43307,0.9,162371,98203,12,81,10,47,96,self_employed,rented,1
59,35027,9.4,200240,346783,36,19,2,52,57,salaried,family,0
38,118841,10.7,175001,219556,60,25,1,55,27,salaried,owned,0
37,41321,11.0,128901,155208,84,27,10,82,33,salaried,rented,0
27,75878,17.9,27076,68277,24,14,9,52,77,salaried,rented,0
21,22959,16.6,69844,129485,72,55,9,20,85,self_employed,rented,1
46,113389,19.5,205883,86752,120,33,0,69,81,salaried,rented,0
42,107369,7.6,14468,97535,72,73,5,30,78,self_employed,owned,0
56,23155,24.2,173207,150140,60,94,6,33,65,salaried,family,1
33,36342,0.9,6649,360874,48,67,6,28,89,self_employed,rented,1
49,20151,0.9,14694,227061,12,56,1,47,86,salaried,rented,1
30,115131,14.5,18883,69334,36,67,10,22,80,self_employed,rented,0
29,19882,4.3,13096,211133,24,63,9,41,95,salaried,family,1
59,98691,5.5,210882,156242,84,48,10,71,61,salaried,rented,0
41,45948,19.1,155473,140936,72,13,1,55,38,self_employed,owned,0
31,75496,6.1,152564,71337,36,17,10,98,68,self_employed,owned,0
21,18946,4.5,23367,361285,60,58,7,36,46,salaried,owned,1
36,40878,15.3,9862,362618,36,96,7,98,31,self_employed,rented,1
21,91100,5.9,30803,327976,24,84,5,89,84,salaried,rented,0
38,24955,4.8,208827,128232,96,68,2,40,25,salaried,owned,1
37,61816,15.4,198812,287579,12,18,0,88,42,salaried,owned,0
25,48841,18.0,155374,353962,72,58,3,61,49,self_employed,owned,0
47,44208,9.4,57845,88550,96,79,7,26,75,salaried,family,1
45,66953,3.4,188696,151793,72,39,3,62,36,salaried,rented,0
28,79018,11.5,44879,230132,48,42,9,40,98,self_employed,rented,0
35,29334,10.3,136778,306488,48,80,7,79,55,salaried,rented,1
36,60899,10.9,58302,360258,36,78,0,73,25,salaried,rented,0
23,73797,13.3,125637,101379,96,68,3,30,91,self_employed,rented,0
34,35394,9.0,62668,97568,12,66,10,59,40,self_employed,family,1
22,77616,11.6,36339,262525,36,52,10,79,20,self_employed,owned,0
42,87588,0.8,111647,191447,120,78,3,30,62,self_employed,owned,1
44,24758,2.8,95837,293978,12,51,5,42,91,self_employed,rented,1
29,61899,6.0,29768,300868,48,33,5,65,54,salaried,rented,0
44,63249,11.3,131452,326133,24,65,8,88,57,salaried,owned,0
25,42687,22.3,120028,95774,24,55,2,56,29,salaried,owned,0
52,37726,21.9,136495,378873,12,42,6,89,36,salaried,rented,0
22,56209,4.7,5776,171806,120,87,5,72,94,salaried,rented,0
58,105274,17.4,143777,283442,96,43,9,36,59,salaried,owned,0
39,118892,21.1,38886,235137,60,63,2,40,88,salaried,family,0
30,39135,5.9,10787,216003,36,61,4,67,43,salaried,rented,0
43,37391,9.3,141522,135247,120,43,1,23,71,unemployed,rented,0
41,38454,0.1,193592,336337,120,47,10,57,80,self_employed,family,1
57,105410,3.7,148172,281790,72,93,1,81,25,salaried,rented,0
46,98939,21.0,116909,237377,24,46,0,97,44,salaried,owned,0
38,43652,0.6,141141,283548,24,70,6,44,82,salaried,rented,1
44,70108,3.7,112103,243792,84,52,0,56,64,salaried,family,0
26,46271,18.2,116449,267899,96,41,2,74,73,salaried,rented,0
34,57745,11.9,137704,225854,24,80,6,31,20,salaried,family,1
56,78570,17.8,197982,121789,48,28,6,57,90,salaried,family,0
58,57834,12.4,193948,292982,48,8,0,39,53,salaried,rented,0
28,103696,16.6,75415,268710,36,67,10,51,23,salaried,owned,0
25,96497,18.6,152322,301912,84,38,10,80,35,salaried,rented,1
37,39344,14.5,38308,217604,96,93,2,65,40,salaried,owned,0
43,24385,7.2,138834,90279,120,29,10,43,32,salaried,owned,1
41,107780,20.0,71161,240066,24,73,9,65,38,salaried,rented,0
52,72000,8.5,42737,103696,48,24,8,48,44,self_employed,rented,0
54,87742,17.8,184094,109751,84,63,1,34,36,unemployed,rented,1
44,36220,20.4,156670,324266,72,27,4,23,35,salaried,family,1
35,58295,3.1,34135,91211,84,93,1,29,22,self_employed,rented,1
27,22298,19.8,134605,360995,12,65,1,52,25,salaried,rented,1
28,96878,5.1,52435,146878,72,8,1,38,55,unemployed,owned,0
53,113493,15.3,132358,348967,24,17,9,21,87,salaried,owned,0
55,18567,24.3,25869,162205,120,95,7,66,95,salaried,rented,1
43,67756,10.6,134807,169303,84,19,5,35,79,salaried,owned,0
39,91024,18.1,21560,222026,96,19,6,56,78,salaried,owned,0
49,47605,13.8,76176,274375,48,13,7,67,42,salaried,rented,0
46,75417,13.1,177345,94567,24,23,6,71,95,unemployed,rented,0
31,26481,9.1,52189,227540,48,81,6,35,49,self_employed,rented,1
58,95810,6.8,206960,259838,72,65,10,97,71,unemployed,rented,0
50,32160,3.1,128277,310714,48,85,2,23,32,self_employed,family,1
22,41474,9.6,178049,221419,36,43,9,32,29,self_employed,rented,1
50,44467,7.3,130521,307032,120,38,8,63,89,salaried,family,0
48,33615,9.6,82459,247308,96,63,0,24,42,salaried,family,0
31,82419,10.8,81909,253990,96,19,9,82,90,self_employed,rented,0
31,84412,1.4,69046,309360,84,83,10,65,56,salaried,owned,0
44,63727,20.2,153083,64103,72,53,1,74,64,unemployed,owned,0
36,50455,5.9,81815,360657,24,93,1,59,34,salaried,owned,0
50,104214,21.6,148910,319882,84,39,0,80,95,salaried,owned,0
41,93043,2.4,128020,102458,48,48,7,84,63,salaried,owned,0
33,83136,15.9,206346,89489,120,32,4,53,26,salaried,rented,0
60,115371,23.9,188142,353139,24,80,5,54,28,salaried,rented,0
43,28048,16.3,79127,314576,60,60,10,89,60,salaried,owned,0
50,106022,19.1,47343,59753,120,28,9,83,47,self_employed,family,0
38,101614,13.3,161067,277396,12,71,3,66,79,salaried,owned,0
40,75067,10.3,217635,83778,48,57,4,56,40,salaried,rented,0
28,37655,4.8,64379,212812,96,67,8,75,74,self_employed,owned,0
29,21819,6.5,210642,195632,120,27,10,25,82,self_employed,owned,1
41,96852,7.4,16667,263388,72,90,10,31,70,unemployed,rented,1
28,92838,18.4,31625,323656,120,37,7,31,50,salaried,rented,0
58,114631,9.7,196181,173699,84,32,2,33,42,salaried,owned,0
58,25330,12.3,98226,109224,72,74,6,80,51,unemployed,family,1
44,80288,17.9,215316,211570,12,87,9,24,26,self_employed,rented,1
56,68422,7.7,183662,240240,24,73,3,76,69,salaried,family,0
37,57438,2.3,215667,173449,60,31,2,76,60,self_employed,rented,0
23,53918,21.7,215796,307788,96,57,5,74,32,self_employed,rented,0
43,73164,15.1,213235,337167,72,63,0,26,43,self_employed,rented,0
46,44224,15.7,82240,351889,24,19,2,51,86,self_employed,rented,0
29,95858,17.1,207786,217457,96,66,2,53,42,self_employed,family,0
33,29062,10.4,47681,256304,84,78,3,22,22,unemployed,rented,1
26,78610,5.0,183831,138476,12,56,9,74,96,salaried,owned,0
57,33381,0.4,137845,278148,96,91,7,35,48,self_employed,owned,1
38,55743,18.7,100158,118261,84,31,9,47,56,self_employed,owned,0
30,21771,7.3,68629,173462,96,36,5,94,78,salaried,rented,0
46,108027,5.3,100531,271926,60,14,1,91,27,salaried,family,0
43,97478,23.5,210304,363645,12,5,4,84,68,salaried,owned,0
56,23390,14.5,68233,139058,120,68,5,79,36,salaried,rented,1
37,33314,7.8,33520,311730,60,51,6,56,53,salaried,rented,0
41,75117,22.3,82717,307569,36,76,10,76,26,salaried,owned,0
51,52108,4.1,122456,278814,24,68,0,76,65,unemployed,rented,0
28,112340,21.7,32415,233293,24,31,4,43,41,self_employed,family,1
58,45839,14.6,1081,325783,36,58,1,51,83,self_employed,family,0
28,69664,9.3,27805,219627,36,8,1,78,81,salaried,family,0
21,61178,24.2,172011,376298,96,46,9,36,47,self_employed,family,1
24,115491,1.8,157887,249958,24,56,4,42,50,unemployed,family,1
34,39356,9.7,105485,199388,36,20,4,82,75,self_employed,family,0
59,35208,9.0,25195,242653,120,30,7,77,69,salaried,rented,0
48,66265,15.3,113798,273355,24,10,8,63,79,self_employed,rented,0
52,87111,15.7,137541,94024,60,64,6,30,81,salaried,family,0
40,50591,13.1,77458,348076,12,75,1,25,85,salaried,rented,0
57,51211,8.9,153503,92870,120,7,1,79,42,self_employed,family,0
47,110324,7.4,153933,288550,96,84,4,63,43,salaried,owned,0
37,106265,2.7,140083,59392,12,55,1,21,41,self_employed,rented,0
59,113146,12.2,162135,373351,72,93,10,70,58,salaried,owned,0
22,109230,24.3,7029,159696,96,88,2,50,75,self_employed,family,0
26,57441,19.2,38840,298506,84,7,1,41,39,self_employed,rented,0
22,76918,14.6,52779,204576,84,11,5,21,33,self_employed,rented,0
52,114610,14.5,191647,340615,60,9,7,71,82,salaried,rented,0
52,48396,17.9,138492,59971,84,78,5,90,28,salaried,rented,0
28,82852,15.6,169392,231804,96,94,6,22,40,salaried,owned,1
35,84536,5.5,179561,227813,96,21,4,69,73,self_employed,rented,0
51,39237,15.5,74044,95189,96,21,2,45,40,salaried,owned,0
52,57800,5.9,145969,74667,12,50,4,65,40,salaried,family,0
25,62267,10.8,161890,168850,24,76,3,82,53,unemployed,rented,0
56,53060,22.4,180914,320211,24,95,0,76,78,unemployed,rented,0
60,97908,19.6,26704,344897,12,69,1,41,35,self_employed,family,1
39,110820,11.0,132617,311300,24,24,10,66,62,self_employed,owned,0
47,118823,19.2,64308,298336,72,41,8,41,30,salaried,rented,0
36,37871,18.8,138844,271103,48,22,6,72,72,self_employed,family,0
44,21901,11.1,201890,55215,120,13,1,63,60,salaried,rented,0
46,117508,0.9,168156,129142,12,85,10,86,57,salaried,family,1
40,112575,18.6,90218,54143,60,72,9,38,71,salaried,owned,0
60,103463,11.1,90505,262077,48,43,1,24,88,salaried,rented,0
29,86219,24.8,74429,162058,24,70,8,59,86,salaried,rented,0
55,95660,6.5,218163,209353,84,69,1,27,67,salaried,rented,0
28,76816,7.4,193163,52733,96,48,3,94,92,self_employed,family,0
59,48649,8.8,74589,350294,36,96,6,86,51,salaried,rented,0
44,77547,2.4,186552,273185,84,15,1,27,74,self_employed,rented,0
44,106712,13.2,154203,343060,120,55,4,94,83,self_employed,family,0
52,113907,24.3,215957,135376,36,69,2,82,78,salaried,rented,0
28,109025,5.3,124087,67095,36,76,5,35,97,self_employed,owned,0
39,23279,13.1,30865,244755,60,52,4,57,82,salaried,owned,0
47,24376,23.4,79996,198626,48,28,7,20,35,salaried,owned,1
51,93112,7.7,118587,227116,84,65,9,36,37,salaried,rented,1
49,37527,21.7,85253,96826,84,54,3,70,63,salaried,family,0
38,102661,2.2,43414,63004,60,76,10,35,91,salaried,family,1
24,92743,13.0,196754,299474,120,7,1,88,43,unemployed,owned,0
58,76226,2.1,139865,368166,72,56,9,25,82,self_employed,owned,1
47,21153,21.5,83199,250283,60,16,1,32,89,salaried,owned,0
26,38214,7.7,106765,138704,12,83,5,43,23,self_employed,owned,1
30,72109,22.3,67615,246877,24,11,3,50,96,salaried,rented,0
45,33083,6.7,83449,293701,120,57,1,81,23,salaried,owned,0
38,90623,24.1,176972,103220,48,76,10,36,58,salaried,rented,1
53,44667,19.6,37320,245719,120,26,3,88,74,unemployed,rented,0
50,99360,7.2,43878,50284,12,66,4,96,52,self_employed,owned,0
34,94697,21.0,73744,73847,36,73,9,28,58,salaried,rented,1
56,54629,22.0,55273,370049,120,45,10,63,53,unemployed,rented,0
41,62778,5.3,157158,222206,12,93,2,20,97,salaried,family,0
47,90848,22.4,184365,306364,84,73,1,29,88,salaried,family,0
28,64267,24.3,98664,365260,72,54,2,21,35,salaried,family,0
35,115405,0.5,73697,237601,48,16,9,58,48,salaried,rented,0
38,82597,22.6,185327,367732,48,5,3,70,34,self_employed,rented,0
56,43397,16.5,148296,366131,36,13,9,36,28,salaried,family,1
54,113538,19.6,50292,62120,120,83,4,91,78,salaried,rented,0
24,60336,10.8,106660,193673,24,92,8,79,83,salaried,rented,0
35,24155,6.9,110116,329136,96,45,0,70,44,salaried,family,0
35,108380,10.6,19514,181063,48,26,5,59,28,self_employed,owned,0
22,95664,19.9,87635,181286,48,18,7,50,63,self_employed,family,0
36,27556,19.4,162415,279915,24,85,7,94,35,salaried,owned,1
41,108880,1.6,33432,82507,96,12,4,98,75,salaried,rented,0
39,67998,10.0,161822,265538,48,81,10,21,78,salaried,rented,0
60,31274,8.5,177150,63616,96,71,5,95,44,salaried,owned,0
58,43377,22.6,33025,316809,60,50,6,81,76,salaried,owned,0
29,58850,14.6,134512,237560,60,79,8,38,38,salaried,rented,1
21,85853,14.7,177812,125812,12,35,8,91,26,salaried,owned,0
33,26965,8.5,175075,299416,96,81,5,94,92,unemployed,rented,1
31,31742,11.4,206881,72120,96,33,0,48,49,salaried,owned,0
42,115003,9.4,104939,146597,12,51,0,29,65,salaried,owned,0
33,100750,14.6,200679,238696,12,8,3,45,56,salaried,family,0
42,90680,6.1,51376,61268,36,38,1,22,37,salaried,rented,0
34,57986,11.4,96899,245218,36,72,9,75,28,salaried,family,1
33,43124,13.3,182020,246217,72,81,6,51,25,self_employed,rented,1
39,37472,8.2,13961,196839,36,70,9,82,46,self_employed,rented,0
60,26503,4.2,101742,316945,72,68,8,79,42,salaried,owned,1
52,80096,6.7,105105,356175,12,31,3,45,77,self_employed,owned,0
45,92890,3.9,98069,183446,120,15,2,30,57,salaried,owned,0
50,85143,15.5,111700,286533,96,60,6,67,83,salaried,owned,0
35,52815,16.1,94134,93211,60,69,8,89,30,self_employed,family,1
25,65216,1.0,52509,224985,48,91,5,52,58,self_employed,rented,1
33,110489,15.1,36140,334754,60,6,4,56,64,self_employed,owned,0
58,117327,16.4,123733,318774,36,55,3,49,46,salaried,rented,0
50,112700,20.4,89301,95023,72,29,6,73,46,salaried,family,0
29,93695,21.8,80103,55075,96,89,5,63,48,salaried,rented,0
55,57274,8.2,6092,347574,12,22,2,62,92,self_employed,rented,0
46,67980,5.1,102402,83401,120,54,3,80,33,salaried,family,0
40,30221,4.3,176917,339882,36,9,9,82,23,salaried,owned,0
39,44986,5.8,172902,324934,24,63,0,67,86,salaried,owned,0
46,38582,24.7,33852,331255,84,66,1,69,46,salaried,owned,0
51,38811,15.1,81346,358014,48,69,10,78,55,salaried,family,0
46,97278,20.2,137850,222433,96,63,7,93,25,self_employed,owned,0
50,63453,17.5,186554,205948,84,83,2,73,51,salaried,rented,0
45,104386,4.6,149059,100087,84,94,0,50,40,salaried,rented,0
25,109494,18.2,56952,308729,84,75,1,67,29,self_employed,rented,0
47,77105,4.1,54361,315323,12,64,0,29,79,salaried,rented,0
46,22951,0.3,30063,121555,72,90,7,82,79,salaried,rented,1
49,36383,11.8,73175,134602,36,7,9,32,42,salaried,rented,1
25,106000,19.1,177571,193262,36,61,5,42,47,self_employed,family,1
49,109323,1.2,166406,324136,24,54,4,76,26,salaried,owned,0
33,50728,9.4,62531,154850,24,7,6,23,21,salaried,owned,0
35,30661,19.9,217697,138018,36,10,6,85,33,self_employed,owned,0
60,45147,23.4,103563,274332,24,34,3,33,65,salaried,owned,0
21,69011,5.3,57696,84611,60,88,9,67,25,salaried,owned,1
59,83480,24.6,26689,331113,36,37,1,96,61,unemployed,rented,0
29,61522,4.4,199679,216706,96,13,5,22,97,self_employed,rented,0
35,83984,14.7,3484,171952,12,83,1,59,50,self_employed,rented,0
24,36029,9.4,77755,155912,36,53,3,24,50,unemployed,rented,1
42,35598,7.0,168716,70765,120,58,10,56,23,salaried,rented,1
34,88688,1.4,174327,180200,48,82,6,86,61,salaried,rented,0
52,27173,23.8,13659,124203,48,21,1,42,95,salaried,rented,0
53,28245,10.7,122440,213296,36,97,3,51,74,salaried,owned,1
